Sentence,start_time,end_time,wav_file,emotion,val,act,dom
Maybe if you were with somebody else too?,490.98,494.4875,Ses01M_script02_2_M049,hap,4,2.5,2.5
I didn't say that.,497.8775,500.04,Ses01M_script02_2_M050,neu,3,2.5,1.5
"No, I know but--I know I don't make you happy.",509.1461,513.84,Ses01M_script02_2_M051,neu,4.5,4.5,1
Are you kidding me?  For heaven sake Augie anything I'm doing I'd rather be doing it with you.,525.275,528.0391,Ses01M_script02_2_M052,hap,5,4,1.5
Yeah?,528.9636,535.2345,Ses01M_script02_2_M053,hap,5,4.5,1.5
"Yes, don't be ridiculous.  Don't you know that?",539.5758,542.2691,Ses01M_script02_2_M054,neu,5,5,1.5
"You are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself.",15.14,17.21,Ses01F_script02_1_F000,neu,2.5,2,2
"Actually, you know what?  Now you mentioned that--no I don't.",25.91,27.4125,Ses01F_script02_1_F001,fru,2.5,2,2.5
So maybe we're in the wrong spot.  But we're with the right person.,38.99,40.05,Ses01F_script02_1_F002,xxx,2,2,2.5
"I don't know, just seemed like such a good spot to me.",45.06,47.03,Ses01F_script02_1_F003,sur,2.5,3,3
We do have really good view of the moon from here though.,49.22,51.4,Ses01F_script02_1_F004,neu,2,3,3
Oh I saw that.  Pretty isn't it. Big ol' white moon.,51.87,54.23,Ses01F_script02_1_F005,xxx,2,3.5,3
Look what we got here.,54.72,57.69,Ses01F_script02_1_F006,ang,2,3.5,3
"Augie, you brought refreshments.",57.75,59.57,Ses01F_script02_1_F007,ang,2,3.5,2.5
It's not champagne.,76.27,77.64,Ses01F_script02_1_F008,neu,2.5,1.5,3
I guess we don't need glasses.,101.72,103.5025,Ses01F_script02_1_F009,hap,4,2.5,2
"Are you cold, huh?  Do you want to go home?",110.77,112.69,Ses01F_script02_1_F010,sad,2,2,2.5
I'm beginning to think you might be right.  I think this might be the spot after all.,113.79,115.98,Ses01F_script02_1_F011,xxx,2,2,2.5
"Augie, I'm sorry.",121.65,123.23,Ses01F_script02_1_F012,xxx,2.5,3,2.5
Shh...,124.05,126.04,Ses01F_script02_1_F013,xxx,2.5,3.5,3
"If we are really quiet, the fish might come.",127.44,129.39,Ses01F_script02_1_F014,fru,2.5,2.5,2.5
Or not.,137.29,139.6146,Ses01F_script02_1_F015,neu,2.5,1.5,2.5
Or not.,140.5,143.07,Ses01F_script02_1_F016,xxx,2,1.5,2
"What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh.",154.9,163.99,Ses01F_script02_1_F017,fru,2,3.5,3.5
"Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing?",180.6769,189.45,Ses01F_script02_1_F018,xxx,2.5,2,3
Fine.,189.93,191.59,Ses01F_script02_1_F019,fru,2,2,3
"Okay.  Is that, is that--",208.38,210.2,Ses01F_script02_1_F020,xxx,2.5,1.5,2
No.  That's just foam.  I don't know.  I can't tell.,210.64,211.92,Ses01F_script02_1_F021,fru,2.5,2,3
[BREATHING],224.58,237.005,Ses01F_script02_1_F022,xxx,2.5,3,3
"I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right?",238.14,240.73,Ses01F_script02_1_F023,fru,2.5,2.5,3.5
[Mumbles something],321.21,323.82,Ses01F_script02_1_F024,neu,2.5,1.5,2.5
Oh no.  you know what I forgot?,326.56,329.03,Ses01F_script02_1_F025,neu,2.5,1.5,2
What?,1.8151,9.035,Ses01F_script02_1_M000,xxx,4.5,3.5,2.5
"My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight.",9.0925,15.62,Ses01F_script02_1_M001,xxx,4,3,2.5
What flashlight?,16.96,20,Ses01F_script02_1_M002,exc,3.5,4.5,2.5
"The flashlight, the silver one.  There's only one, isn't there?",20.05,26.65,Ses01F_script02_1_M003,xxx,2.5,2.5,1.5
That's not your flashlight.,27.13,35.7987,Ses01F_script02_1_M004,xxx,4.5,3,2.5
Whose is it?,35.899,39.48,Ses01F_script02_1_M005,xxx,3,4,2.5
It's ours  it's my flashlight too.,39.5,45.45,Ses01F_script02_1_M006,xxx,2,2.5,2.5
"Oh...well. Yeah, of course.",46.42,49.95,Ses01F_script02_1_M007,neu,3,2.5,2.5
You keep saying my flashlight like it's just yours.,50.85,52.4,Ses01F_script02_1_M008,neu,3,2,2
No.,53.76,55.48,Ses01F_script02_1_M009,neu,2.5,2,2
How's that supposed to make me feel?,57.29,58.42,Ses01F_script02_1_M010,neu,3,3.5,1.5
"Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",58.88,65.6016,Ses01F_script02_1_M011,neu,2.5,2,2
"Naturally.  God, how could we not think to bring it?  I hope the moon stays out, though.",65.727,73.01,Ses01F_script02_1_M012,fru,3.5,3,2.5
Do they always run during a full moon?  I don't remember.  Was it full last year?,73.1527,77.14,Ses01F_script02_1_M013,neu,3,3,2
Yeah.,77.19,87.6779,Ses01F_script02_1_M014,neu,3.5,3,2
"Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.",87.825,94.5265,Ses01F_script02_1_M015,neu,3.5,3,2.5
"Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?",94.64,100.4,Ses01F_script02_1_M016,exc,4,4,2.5
"God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up.",104.25,111.23,Ses01F_script02_1_M017,xxx,4,2.5,2
Uh oh. ,112.19,114.35,Ses01F_script02_1_M018,fru,3.5,3,2.5
[LAUGHTER],115.8753,121.9194,Ses01F_script02_1_M019,xxx,3,3.5,2
I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.,122.7,124.59,Ses01F_script02_1_M020,neu,4,3,2.5
I'm cold.,125.75,127.96,Ses01F_script02_1_M021,neu,3,2,2.5
Do you want my jacket?,128.8,137.74,Ses01F_script02_1_M022,fru,3,3,3
"It's after eleven, let's go.",139.11,141.04,Ses01F_script02_1_M023,neu,2.5,2,1.5
What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home?,142.78,155.64,Ses01F_script02_1_M024,neu,3,3,2.5
There is no point.,163.19,176.2823,Ses01F_script02_1_M025,neu,3,3,2.5
Right.,176.3975,181.55,Ses01F_script02_1_M026,neu,3.5,3,3
That's my point.,188.88,190.47,Ses01F_script02_1_M027,fru,3,3,2.5
"Wait, that's my point, too.",191.13,201.97,Ses01F_script02_1_M028,xxx,3.5,3,2.5
"Well, then let's go.",202.025,209.4025,Ses01F_script02_1_M029,neu,3.5,3,2.5
"No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it?",209.63,211.115,Ses01F_script02_1_M030,sur,3,3.5,2
Not particularly.,211.55,218.56,Ses01F_script02_1_M031,neu,3.5,3,2
Why not?,218.6125,225.27,Ses01F_script02_1_M032,neu,3,2.5,2
I just don't.  It's stupid.,236.5,238.77,Ses01F_script02_1_M033,neu,3.5,2.5,3
"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.",240.17,245.71,Ses01F_script02_1_M034,neu,3,2.5,3
"Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.",245.79,253.114,Ses01F_script02_1_M035,exc,3,4,2.5
Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.,253.17,261.4425,Ses01F_script02_1_M036,hap,3.5,3.5,2.5
This is a big night for these little guys.  It's like life's last orgy.,261.5675,276.6283,Ses01F_script02_1_M037,xxx,4,3.5,2.5
I don't see why you're so excited  this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats.,276.7775,291.4,Ses01F_script02_1_M038,exc,3.5,3.5,2.5
Yeah they do.,291.47,298.1386,Ses01F_script02_1_M039,xxx,3,3.5,2.5
Oh Augie,298.2452,305.66,Ses01F_script02_1_M040,exc,3,3.5,2.5
"okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.",305.985,316.09,Ses01F_script02_1_M041,xxx,3,3.5,2.5
"There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested.",316.1527,321.7375,Ses01F_script02_1_M042,xxx,4,3,2.5
I'm just not.,324.15,327.0891,Ses01F_script02_1_M043,hap,4,3,2
For real?,328.24,331.9283,Ses01F_script02_1_M044,hap,4,2,1.5
Yeah.,4.81,10.06,Ses01F_script03_2_F000,hap,4,3,4
"God, I don't get it.  you know the first time we came here, you said it was the best night of your life?",15.48,19.55,Ses01F_script03_2_F001,hap,3.5,3.5,4
"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",22.31,26.13,Ses01F_script03_2_F002,hap,4,3.5,4
"Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.",29.22,34.58,Ses01F_script03_2_F003,xxx,2.5,2.5,3.5
Ahh...we weren't in a good spot.,37.5,43.15,Ses01F_script03_2_F004,neu,3.5,3.5,4.5
Hmm.  We didn't see them the year before either.,46.75,48.7825,Ses01F_script03_2_F005,neu,3.5,2,3.5
"We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.",49.41,53.47,Ses01F_script03_2_F006,xxx,3.5,3,3.5
[Mumbles] Oh yeah.,54.7489,61.4654,Ses01F_script03_2_F007,xxx,3.5,3,4
"Look there, see?  What's that?  No, that's - that's just seaweed.",64.3325,67.5625,Ses01F_script03_2_F008,fru,2,2.5,3.5
"God, this is great.  Think about this.  I know you are not interested, but just think about this.",73.69,76.1625,Ses01F_script03_2_F009,xxx,2.5,3,3.5
"Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map.",78.2197,81.82,Ses01F_script03_2_F010,xxx,2,2.5,3.5
"Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",84.46,88.97,Ses01F_script03_2_F011,xxx,2,4,4.5
They are swimming right now.  They are swimming as if that is the only thing that matters to them.,93.85,96.93,Ses01F_script03_2_F012,xxx,2,3,4
It's single mindedness with no mind.  It is urgency that is just pure urge.,100.2315,102.31,Ses01F_script03_2_F013,ang,1.5,3,4
And they are swimming right now to this very point where we stand for this huge celebration of sex and death.,103.27,105.45,Ses01F_script03_2_F014,ang,1.5,3,4.5
"Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm.",114.8512,119.6,Ses01F_script03_2_F015,ang,2.5,3,4
That's the wind.,121.95,126.54,Ses01F_script03_2_F016,ang,4,3,4.5
So what do you think?,128.71,130.48,Ses01F_script03_2_F017,ang,2,2.5,3.5
About what?,130.95,132.79,Ses01F_script03_2_F018,ang,1.5,2.5,4
"About all of that, about all I was talking about.",137.13,141.197,Ses01F_script03_2_F019,xxx,2,3,4
We were very much younger then.,143.64,146.38,Ses01F_script03_2_F020,xxx,1.5,2.5,4.5
And very much sillier.,149.98,158.4966,Ses01F_script03_2_F021,ang,1,4.5,5
However I believe the real cause of that row was Peter Burden.,160.75,163.38,Ses01F_script03_2_F022,ang,2.5,4,5
Oh.  You knew there was nothing in that.,165.69,167.93,Ses01F_script03_2_F023,ang,2.5,3,4.5
I knew nothing of the sort.  You took presents from him.,175.11,179.46,Ses01F_script03_2_F024,ang,2,2.5,4
"Presents?  It was only a trivial, little brooch.",182.03,184.91,Ses01F_script03_2_F025,ang,1.5,2.5,4
"It was bristling with diamonds.  In the worst possible taste, too.",193.03,198.88,Ses01F_script03_2_F026,ang,3.5,2.5,3.5
"It was not.  I still have it, and I wear it often.  It is very pretty.",201.33,203.3069,Ses01F_script03_2_F027,ang,2,2.5,3.5
You went out of your way to torture me over Peter Burden.,205.33,207.8,Ses01F_script03_2_F028,ang,1.5,3.5,4.5
I did not.  You worked that whole thing up in your jealous imagination.,212.4025,215.4525,Ses01F_script03_2_F029,ang,2.5,3.5,4
"Well, you let him kiss you, huh?  You said you did.",227.0225,228.41,Ses01F_script03_2_F030,neu,3,2.5,2
"Well, what of it?",229.4275,233.08,Ses01F_script03_2_F031,neu,2.5,3,3.5
What of it?,235.24,237.8068,Ses01F_script03_2_F032,neu,3.5,3,3.5
It gave him a lot of pleasure and it didn't hurt me.,241.2519,244.1269,Ses01F_script03_2_F033,xxx,3,2,3.5
What about me?,246.5557,251.6118,Ses01F_script03_2_F034,ang,2.5,2,4
"If you hadn't been so suspicious and nosey, you never would have known a thing about it.",256.48,260.4175,Ses01F_script03_2_F035,ang,2,3.5,3.5
"That's a nice point of view, I must say.",262.89,271.72,Ses01F_script03_2_F036,ang,1,4,5
Oh dear.  I'm bored with this conversation.,272.73,283.08,Ses01F_script03_2_F037,ang,1,4.5,5
So am I.  I'm bored stiff. [GARBAGE]  Do you want some brandy?,287.295,292.72,Ses01F_script03_2_F038,ang,1.5,2,4.5
No.  Thank you.,294.63,296.62,Ses01F_script03_2_F039,ang,4,3.5,3.5
"I'll have a little, I think.",297.03,315.46,Ses01F_script03_2_F040,ang,1,5,5
"I don't know why you'd want any, you've already had three glasses.",3.1785,6.24,Ses01F_script03_2_M000,xxx,3.5,3.5,3
"No particular reason.  Anyhow, they are very small ones.",9.56,16.0125,Ses01F_script03_2_M001,neu,2.5,2.5,3
I just think it's silly to go on and on and on about such a thing.,18.66,23.04,Ses01F_script03_2_M002,neu,2.5,3.5,3
"You can hardly call three glasses of liquor a whole evening long, going on and on and on.",25.71,29.87,Ses01F_script03_2_M003,xxx,2,3,3.5
It's become a habit with you.,34.21,38.44,Ses01F_script03_2_M004,neu,2,4,4
Oh.  Don't be so grand.  Just because you don't happen to want one at the moment.,42.25,47.12,Ses01F_script03_2_M005,fru,2,3.5,3.5
Don't be stupid.,48.16,49.95,Ses01F_script03_2_M006,xxx,2,2.5,3
"Really, Amanda.",52.67,55.2693,Ses01F_script03_2_M007,ang,2.5,2.5,3
What?,60.8262,64.8857,Ses01F_script03_2_M008,xxx,2,3,4
Nothing.,67.06,74.01,Ses01F_script03_2_M009,fru,2.5,3,3.5
"you going out somewhere, dear?",75.96,78.65,Ses01F_script03_2_M010,neu,3,4,3
No.  I am just making myself fascinating for you.,81.38,84.9165,Ses01F_script03_2_M011,neu,2.5,4,3
That reply has broken my heart.,88.08,94.23,Ses01F_script03_2_M012,fru,2,4,4
Oh.  It's a woman's duty to allure the man.,95.99,100.95,Ses01F_script03_2_M013,fru,1.5,3.5,4
"Well as a matter of fact, yes, that's perfectly true.",101.9,104.15,Ses01F_script03_2_M014,ang,2,3.5,4
No it isn't.,105.2596,108.2337,Ses01F_script03_2_M015,fru,2,3.5,3.5
Yes it is.,111.98,115.33,Ses01F_script03_2_M016,neu,3,2.5,2.5
You shut up.,119.7,122.89,Ses01F_script03_2_M017,xxx,2.5,2,3
"Oh really.  It's a pity you didn't have any brandy, it would have made you a little less disagreeable.",126.1529,129.135,Ses01F_script03_2_M018,neu,3,4,3.5
It's funny it hasn't worked such wonders for you.,130.05,131.42,Ses01F_script03_2_M019,neu,3,2.5,3.5
"Snap, snap, snap.  You know you are like a little adder.",132.31,137.4,Ses01F_script03_2_M020,ang,2,4,4.5
"Adders don't snap, they sting.",140.8379,144.03,Ses01F_script03_2_M021,ang,2,4.5,3.5
Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.,145.67,152.95,Ses01F_script03_2_M022,ang,2,4.5,4.5
They sting. I don't care.  Do you understand?  I don't care if they bark and they roll about like hoops.,157.82,161.54,Ses01F_script03_2_M023,ang,1.5,4.5,4.5
Did you see much of Peter Burden after our divorce?,162.77,175.52,Ses01F_script03_2_M024,ang,1,4.5,4.5
"Yes I did, quite a lot.",178.77,183.26,Ses01F_script03_2_M025,ang,2,4,4.5
"And I suppose you let him kiss you a good deal more than, too. Yes.  I suppose you guys had a riotous time, huh?  All out, no restraint at all.  Well, you never really had much anyhow.",184.35,193.4894,Ses01F_script03_2_M026,ang,2,4.5,4.5
Mind your own business.,197.91,212.75,Ses01F_script03_2_M027,ang,3,4.5,4.5
"You're quite insufferable, I expect it's because you are drunk.",215.12,221.15,Ses01F_script03_2_M028,xxx,4.5,3.5,4.5
I think I am not in the least bit drunk.,224.5224,229.6,Ses01F_script03_2_M029,ang,2.5,3,3.5
You've always had a weak head.,233.405,235.7308,Ses01F_script03_2_M030,ang,2.5,3,3
I think I mentioned once before that I've had three minute liquor glasses the whole evening long.  A child of two cannot get drunk on that.,237.24,241.4997,Ses01F_script03_2_M031,neu,2.5,2.5,3.5
"On the contrary, a child of two can get violently drunk on only one glass of brandy.",243.8542,246.8036,Ses01F_script03_2_M032,ang,3,2.5,3.5
"That's very interesting Amanda. How about a child of four?  Or a child of six?  Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.",251.3391,257.01,Ses01F_script03_2_M033,ang,2,3.5,3.5
Oh shut up.,260.4625,263.64,Ses01F_script03_2_M034,ang,1.5,3,4.5
Shut up.,264.8475,267.19,Ses01F_script03_2_M035,ang,2,3.5,4
"Not very funny, darling.  Why don't you have some more brandy.",269.3425,273.61,Ses01F_script03_2_M036,ang,4,3.5,3.5
[LAUGHTER] That's a very good idea.  I think I will.,277.5875,286.56,Ses01F_script03_2_M037,ang,1.5,4,5
"Look, you better turn that off. I don't want to wake up the people upstairs.",293.2325,295.3,Ses01F_script03_2_M038,ang,2,2.5,3.5
Why?,295.96,297.455,Ses01F_script03_2_M039,ang,2,3,3.5
There are no people upstairs  it's a photographer's studio.,298.65,314.65,Ses01F_script03_2_M040,ang,1,4.5,5
Well then you'll wake up the people downstairs.,5.83,8.3081,Ses01F_script02_2_F000,neu,3,1.5,2.5
They are away in Tunis.,9.58,11.4525,Ses01F_script02_2_F001,neu,2.5,2,3
This is no time of year for Tunis.,13.2797,17.05,Ses01F_script02_2_F002,xxx,2.5,2.5,2.5
"Turn it on again, please.",21.83,29.71,Ses01F_script02_2_F003,xxx,2.5,3.5,3.5
I will do no such thing.,31.21,43.4739,Ses01F_script02_2_F004,xxx,2.5,3.5,2.5
Fine if you insist on being boorish and idiotic.,45.42,49.0894,Ses01F_script02_2_F005,xxx,2.5,2.5,3
"Will you turn that off, it's driving me mad.",55.67,61.96,Ses01F_script02_2_F006,ang,1.5,4.5,4
"You are far too temperamental, try to control yourself.",63.15,68.86,Ses01F_script02_2_F007,fru,1.5,3.5,3
Turn it off.,75.66,81.6545,Ses01F_script02_2_F008,ang,1.5,3,3.5
"I won't.  Let go, let go of me. Listen, listen?  I'm sick and tired of listening to you, you sadistic bully.",82.34,86.54,Ses01F_script02_2_F009,ang,2,4,4
"Amanda, listen, listen.",87.71,91.3205,Ses01F_script02_2_F010,ang,2,3.5,3.5
